id,properties/icon,properties/name,properties/language/longitude,properties/language/pk,properties/language/name,properties/language/id,properties/language/latitude,type,geometry/coordinates/0,geometry/coordinates/1,geometry/type
ABU_ARAPESH,http://asjp.clld.org/clld-static/icons/cff6600.png,Abu Arapesh,140.17,5180,Abu Arapesh,ABU_ARAPESH,-6.17,Feature,140.17,-6.17,Point
ARAPESH,http://asjp.clld.org/clld-static/icons/cff6600.png,Arapesh,143.17,5181,Arapesh,ARAPESH,-3.47,Feature,143.17,-3.47,Point
ARO,http://asjp.clld.org/clld-static/icons/cff6600.png,Aro,142.58,5182,Aro,ARO,-3.42,Feature,142.58,-3.42,Point
BUKIYIP,http://asjp.clld.org/clld-static/icons/cff6600.png,Bukiyip,143.17,5183,Bukiyip,BUKIYIP,-3.42,Feature,143.17,-3.42,Point
EITIEP,http://asjp.clld.org/clld-static/icons/cff6600.png,Eitiep,142.58,5184,Eitiep,EITIEP,-3.5,Feature,142.58,-3.5,Point
KOMBIO,http://asjp.clld.org/clld-static/icons/cff6600.png,Kombio,142.7,5185,Kombio,KOMBIO,-3.7,Feature,142.7,-3.7,Point
TORRICELLI,http://asjp.clld.org/clld-static/icons/cff6600.png,Torricelli,142.58,5186,Torricelli,TORRICELLI,-3.42,Feature,142.58,-3.42,Point
WAM,http://asjp.clld.org/clld-static/icons/cff6600.png,Wam,142.83,5187,Wam,WAM,-3.5,Feature,142.83,-3.5,Point
WOM,http://asjp.clld.org/clld-static/icons/cff6600.png,Wom,142.83,5188,Wom,WOM,-3.5,Feature,142.83,-3.5,Point
YAMBES,http://asjp.clld.org/clld-static/icons/cff6600.png,Yambes,142.75,5189,Yambes,YAMBES,-3.5,Feature,142.75,-3.5,Point
YAMPES,http://asjp.clld.org/clld-static/icons/cff6600.png,Yampes,142.75,5190,Yampes,YAMPES,-3.5,Feature,142.75,-3.5,Point
BELI,http://asjp.clld.org/clld-static/icons/cff6600.png,Beli,142.33,5191,Beli,BELI,-3.67,Feature,142.33,-3.67,Point
HEYO,http://asjp.clld.org/clld-static/icons/cff6600.png,Heyo,142.42,5192,Heyo,HEYO,-3.83,Feature,142.42,-3.83,Point
HEYO_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Heyo 2,142.42,5193,Heyo 2,HEYO_2,-3.83,Feature,142.42,-3.83,Point
SELEPUT,http://asjp.clld.org/clld-static/icons/cff6600.png,Seleput,142.42,5194,Seleput,SELEPUT,-3.58,Feature,142.42,-3.58,Point
YAHANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Yahang,142.33,5195,Yahang,YAHANG,-3.75,Feature,142.33,-3.75,Point
BUNA,http://asjp.clld.org/clld-static/icons/cff6600.png,Buna,144.17,5196,Buna,BUNA,-3.92,Feature,144.17,-3.92,Point
BUNGAIN,http://asjp.clld.org/clld-static/icons/cff6600.png,Bungain,143.75,5197,Bungain,BUNGAIN,-3.67,Feature,143.75,-3.67,Point
KAKARA_BUNA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kakara Buna,144.17,5198,Kakara Buna,KAKARA_BUNA,-3.92,Feature,144.17,-3.92,Point
KAMASAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamasau,143.83,5199,Kamasau,KAMASAU,-3.83,Feature,143.83,-3.83,Point
KAMASAU_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamasau 2,143.83,5200,Kamasau 2,KAMASAU_2,-3.83,Feature,143.83,-3.83,Point
KENYARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kenyari,143.83,5201,Kenyari,KENYARI,-3.83,Feature,143.83,-3.83,Point
MANDI_PAPUANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Mandi Papuang,143.75,5202,Mandi Papuang,MANDI_PAPUANG,-3.58,Feature,143.75,-3.58,Point
MUNIWARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Muniwara,143.67,5203,Muniwara,MUNIWARA,-3.75,Feature,143.67,-3.75,Point
PARUWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Paruwa,143.83,5204,Paruwa,PARUWA,-3.83,Feature,143.83,-3.83,Point
SAMAP,http://asjp.clld.org/clld-static/icons/cff6600.png,Samap,143.92,5205,Samap,SAMAP,-3.67,Feature,143.92,-3.67,Point
TRING_PNG,http://asjp.clld.org/clld-static/icons/cff6600.png,Tring Png,143.83,5206,Tring Png,TRING_PNG,-3.83,Feature,143.83,-3.83,Point
URIMO,http://asjp.clld.org/clld-static/icons/cff6600.png,Urimo,143.75,5207,Urimo,URIMO,-3.75,Feature,143.75,-3.75,Point
WANDOMI,http://asjp.clld.org/clld-static/icons/cff6600.png,Wandomi,143.83,5208,Wandomi,WANDOMI,-3.83,Feature,143.83,-3.83,Point
WAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Wau,143.83,5209,Wau,WAU,-3.83,Feature,143.83,-3.83,Point
YIBAB,http://asjp.clld.org/clld-static/icons/cff6600.png,Yibab,143.83,5210,Yibab,YIBAB,-3.83,Feature,143.83,-3.83,Point
KUKWO,http://asjp.clld.org/clld-static/icons/cff6600.png,Kukwo,142.65,5211,Kukwo,KUKWO,-3.57,Feature,142.65,-3.57,Point
AGI_AGEI,http://asjp.clld.org/clld-static/icons/cff6600.png,Agi Agei,142.42,5212,Agi Agei,AGI_AGEI,-3.42,Feature,142.42,-3.42,Point
AGI_YOLPA,http://asjp.clld.org/clld-static/icons/cff6600.png,Agi Yolpa,142.42,5213,Agi Yolpa,AGI_YOLPA,-3.42,Feature,142.42,-3.42,Point
AIKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Aiku,142.6,5214,Aiku,AIKU,-3.7,Feature,142.6,-3.7,Point
AMOL,http://asjp.clld.org/clld-static/icons/cff6600.png,Amol,142.5,5215,Amol,AMOL,-3.42,Feature,142.5,-3.42,Point
AU,http://asjp.clld.org/clld-static/icons/cff6600.png,Au,142.08,5216,Au,AU,-3.58,Feature,142.08,-3.58,Point
BRAGAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Bragat,142.5,5217,Bragat,BRAGAT,-3.5,Feature,142.5,-3.5,Point
DIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dia,142.25,5218,Dia,DIA,-3.42,Feature,142.25,-3.42,Point
ELKEI,http://asjp.clld.org/clld-static/icons/cff6600.png,Elkei,142.08,5219,Elkei,ELKEI,-3.42,Feature,142.08,-3.42,Point
GALU,http://asjp.clld.org/clld-static/icons/cff6600.png,Galu,142.42,5220,Galu,GALU,-3.42,Feature,142.42,-3.42,Point
NABI,http://asjp.clld.org/clld-static/icons/cff6600.png,Nabi,142.33,5221,Nabi,NABI,-3.5,Feature,142.33,-3.5,Point
NINGIL,http://asjp.clld.org/clld-static/icons/cff6600.png,Ningil,142.25,5222,Ningil,NINGIL,-3.5,Feature,142.25,-3.5,Point
OLO_ERETEI,http://asjp.clld.org/clld-static/icons/cff6600.png,Olo Eretei,142,5223,Olo Eretei,OLO_ERETEI,-3.42,Feature,142,-3.42,Point
OLO_LUMI,http://asjp.clld.org/clld-static/icons/cff6600.png,Olo Lumi,142,5224,Olo Lumi,OLO_LUMI,-3.42,Feature,142,-3.42,Point
OLO_YEBIL,http://asjp.clld.org/clld-static/icons/cff6600.png,Olo Yebil,142,5225,Olo Yebil,OLO_YEBIL,-3.42,Feature,142,-3.42,Point
SINAGEN,http://asjp.clld.org/clld-static/icons/cff6600.png,Sinagen,142.42,5226,Sinagen,SINAGEN,-3.42,Feature,142.42,-3.42,Point
SRENGE,http://asjp.clld.org/clld-static/icons/cff6600.png,Srenge,142.5,5227,Srenge,SRENGE,-3.42,Feature,142.5,-3.42,Point
URAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Urat,142.75,5228,Urat,URAT,-3.58,Feature,142.75,-3.58,Point
WALMAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Walman,142.5,5229,Walman,WALMAN,-3.22,Feature,142.5,-3.22,Point
WALMAN_CHINAPELI,http://asjp.clld.org/clld-static/icons/cff6600.png,Walman Chinapeli,142.5,5230,Walman Chinapeli,WALMAN_CHINAPELI,-3.22,Feature,142.5,-3.22,Point
WANAP,http://asjp.clld.org/clld-static/icons/cff6600.png,Wanap,142.5,5231,Wanap,WANAP,-3.5,Feature,142.5,-3.5,Point
WIAKI,http://asjp.clld.org/clld-static/icons/cff6600.png,Wiaki,142.33,5232,Wiaki,WIAKI,-3.58,Feature,142.33,-3.58,Point
YANGUM_DEY,http://asjp.clld.org/clld-static/icons/cff6600.png,Yangum Dey,141.5,5233,Yangum Dey,YANGUM_DEY,-3.67,Feature,141.5,-3.67,Point
YAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Yau,142,5234,Yau,YAU,-3.42,Feature,142,-3.42,Point
YERI,http://asjp.clld.org/clld-static/icons/cff6600.png,Yeri,142.5,5235,Yeri,YERI,-3.42,Feature,142.5,-3.42,Point
YIL,http://asjp.clld.org/clld-static/icons/cff6600.png,Yil,142.15,5236,Yil,YIL,-3.53,Feature,142.15,-3.53,Point
YIR,http://asjp.clld.org/clld-static/icons/cff6600.png,Yir,142.18,5237,Yir,YIR,-3.47,Feature,142.18,-3.47,Point
YIS,http://asjp.clld.org/clld-static/icons/cff6600.png,Yis,141.83,5238,Yis,YIS,-3.5,Feature,141.83,-3.5,Point
MOLMO_ONE,http://asjp.clld.org/clld-static/icons/cff6600.png,Molmo One,141.83,5239,Molmo One,MOLMO_ONE,-3.42,Feature,141.83,-3.42,Point
ONE_INEBU,http://asjp.clld.org/clld-static/icons/cff6600.png,One Inebu,141.9,5240,One Inebu,ONE_INEBU,-3.25,Feature,141.9,-3.25,Point
SETA,http://asjp.clld.org/clld-static/icons/cff6600.png,Seta,141.75,5241,Seta,SETA,-3.42,Feature,141.75,-3.42,Point
SETI,http://asjp.clld.org/clld-static/icons/cff6600.png,Seti,141.83,5242,Seti,SETI,-3.42,Feature,141.83,-3.42,Point
MBANIATA,http://asjp.clld.org/clld-static/icons/cff6600.png,Mbaniata,157.5,5243,Mbaniata,MBANIATA,-8.67,Feature,157.5,-8.67,Point
BUNAK_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Bunak 2,125.33,5244,Bunak 2,BUNAK_2,-9.17,Feature,125.33,-9.17,Point
ABUI,http://asjp.clld.org/clld-static/icons/cff6600.png,Abui,124.58,5245,Abui,ABUI,-8.25,Feature,124.58,-8.25,Point
ABUI_ATIMELANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Abui Atimelang,124.58,5246,Abui Atimelang,ABUI_ATIMELANG,-8.25,Feature,124.58,-8.25,Point
ABUI_MAKADAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Abui Makadai,124.58,5247,Abui Makadai,ABUI_MAKADAI,-8.25,Feature,124.58,-8.25,Point
ABUI_TAKALELANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Abui Takalelang,124.58,5248,Abui Takalelang,ABUI_TAKALELANG,-8.25,Feature,124.58,-8.25,Point
ADANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Adang,124.47,5249,Adang,ADANG,-8.17,Feature,124.47,-8.17,Point
ADANG_PITUNG,http://asjp.clld.org/clld-static/icons/cff6600.png,Adang Pitung,124.47,5250,Adang Pitung,ADANG_PITUNG,-8.17,Feature,124.47,-8.17,Point
BLAGAR,http://asjp.clld.org/clld-static/icons/cff6600.png,Blagar,124.25,5251,Blagar,BLAGAR,-8.33,Feature,124.25,-8.33,Point
BLAGAR_APURI_PURA,http://asjp.clld.org/clld-static/icons/cff6600.png,Blagar Apuri Pura,124.25,5252,Blagar Apuri Pura,BLAGAR_APURI_PURA,-8.33,Feature,124.25,-8.33,Point
BLAGAR_BAKALANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Blagar Bakalang,124.25,5253,Blagar Bakalang,BLAGAR_BAKALANG,-8.33,Feature,124.25,-8.33,Point
BLAGAR_LIMARAHING,http://asjp.clld.org/clld-static/icons/cff6600.png,Blagar Limarahing,124.25,5254,Blagar Limarahing,BLAGAR_LIMARAHING,-8.33,Feature,124.25,-8.33,Point
BLAGAR_RETTA_PURA,http://asjp.clld.org/clld-static/icons/cff6600.png,Blagar Retta Pura,124.25,5255,Blagar Retta Pura,BLAGAR_RETTA_PURA,-8.33,Feature,124.25,-8.33,Point
BLAGAR_RETTA_TERNATE,http://asjp.clld.org/clld-static/icons/cff6600.png,Blagar Retta Ternate,124.25,5256,Blagar Retta Ternate,BLAGAR_RETTA_TERNATE,-8.33,Feature,124.25,-8.33,Point
BLAGAR_TEREWENG,http://asjp.clld.org/clld-static/icons/cff6600.png,Blagar Tereweng,124.25,5257,Blagar Tereweng,BLAGAR_TEREWENG,-8.33,Feature,124.25,-8.33,Point
HAMAP,http://asjp.clld.org/clld-static/icons/cff6600.png,Hamap,124.5,5258,Hamap,HAMAP,-8.25,Feature,124.5,-8.25,Point
KABOLA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kabola,124.5,5259,Kabola,KABOLA,-8.17,Feature,124.5,-8.17,Point
KABOLA_AIMOLI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kabola Aimoli,124.05,5260,Kabola Aimoli,KABOLA_AIMOLI,-8.17,Feature,124.05,-8.17,Point
KABOLA_HAMAP,http://asjp.clld.org/clld-static/icons/cff6600.png,Kabola Hamap,124.05,5261,Kabola Hamap,KABOLA_HAMAP,-8.17,Feature,124.05,-8.17,Point
KABOLA_PITUMBANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Kabola Pitumbang,124.05,5262,Kabola Pitumbang,KABOLA_PITUMBANG,-8.17,Feature,124.05,-8.17,Point
KAERA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaera,124.15,5263,Kaera,KAERA,-8.4,Feature,124.15,-8.4,Point
KAERA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaera 2,124.15,5264,Kaera 2,KAERA_2,-8.4,Feature,124.15,-8.4,Point
KAFOA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kafoa,124.42,5265,Kafoa,KAFOA,-8.33,Feature,124.42,-8.33,Point
KAMANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamang,124.83,5266,Kamang,KAMANG,-8.25,Feature,124.83,-8.25,Point
KAMANG_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamang 2,124.83,5267,Kamang 2,KAMANG_2,-8.25,Feature,124.83,-8.25,Point
KAMANG_KOLOMANE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamang Kolomane,124.83,5268,Kamang Kolomane,KAMANG_KOLOMANE,-8.25,Feature,124.83,-8.25,Point
KAMANG_LANGKURU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamang Langkuru,124.83,5269,Kamang Langkuru,KAMANG_LANGKURU,-8.25,Feature,124.83,-8.25,Point
KAMANG_LETLEY,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamang Letley,124.83,5270,Kamang Letley,KAMANG_LETLEY,-8.25,Feature,124.83,-8.25,Point
KAMANG_PIDO_I,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamang Pido I,124.83,5271,Kamang Pido I,KAMANG_PIDO_I,-8.25,Feature,124.83,-8.25,Point
KAMANG_PIDO_II,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamang Pido Ii,124.83,5272,Kamang Pido Ii,KAMANG_PIDO_II,-8.25,Feature,124.83,-8.25,Point
KAWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kawa,124.42,5273,Kawa,KAWA,-8.33,Feature,124.42,-8.33,Point
KELON_HALERMAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Kelon Halerman,124.42,5274,Kelon Halerman,KELON_HALERMAN,-8.42,Feature,124.42,-8.42,Point
KELON_PROBUR,http://asjp.clld.org/clld-static/icons/cff6600.png,Kelon Probur,124.42,5275,Kelon Probur,KELON_PROBUR,-8.42,Feature,124.42,-8.42,Point
KLON,http://asjp.clld.org/clld-static/icons/cff6600.png,Klon,124.42,5276,Klon,KLON,-8.42,Feature,124.42,-8.42,Point
KLON_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Klon 2,124.42,5277,Klon 2,KLON_2,-8.42,Feature,124.42,-8.42,Point
KUI_INDONESIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kui Indonesia,124.55,5278,Kui Indonesia,KUI_INDONESIA,-8.43,Feature,124.55,-8.43,Point
KUI_INDONESIA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Kui Indonesia 2,124.55,5279,Kui Indonesia 2,KUI_INDONESIA_2,-8.43,Feature,124.55,-8.43,Point
LAMMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Lamma,124,5280,Lamma,LAMMA,-8.42,Feature,124,-8.42,Point
LAMMA_BIANGWALA,http://asjp.clld.org/clld-static/icons/cff6600.png,Lamma Biangwala,124,5281,Lamma Biangwala,LAMMA_BIANGWALA,-8.42,Feature,124,-8.42,Point
LAMMA_KALONDAMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Lamma Kalondama,124,5282,Lamma Kalondama,LAMMA_KALONDAMA,-8.42,Feature,124,-8.42,Point
LAMMA_MAUTA_TUBAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Lamma Mauta Tubal,124,5283,Lamma Mauta Tubal,LAMMA_MAUTA_TUBAL,-8.42,Feature,124,-8.42,Point
NEDEBANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Nedebang,124.17,5284,Nedebang,NEDEBANG,-8.25,Feature,124.17,-8.25,Point
NEDEBANG_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Nedebang 2,124.17,5285,Nedebang 2,NEDEBANG_2,-8.25,Feature,124.17,-8.25,Point
SAR_INDONESIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Sar Indonesia,124.42,5287,Sar Indonesia,SAR_INDONESIA,-8.33,Feature,124.42,-8.33,Point
TEIWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Teiwa,124.17,5288,Teiwa,TEIWA,-8.33,Feature,124.17,-8.33,Point
TEIWA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Teiwa 2,124.17,5289,Teiwa 2,TEIWA_2,-8.33,Feature,124.17,-8.33,Point
TEWA_DEING,http://asjp.clld.org/clld-static/icons/cff6600.png,Tewa Deing,124.17,5290,Tewa Deing,TEWA_DEING,-8.33,Feature,124.17,-8.33,Point
TEWA_LEBANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Tewa Lebang,124.17,5291,Tewa Lebang,TEWA_LEBANG,-8.33,Feature,124.17,-8.33,Point
TEWA_MADAR,http://asjp.clld.org/clld-static/icons/cff6600.png,Tewa Madar,124.17,5292,Tewa Madar,TEWA_MADAR,-8.33,Feature,124.17,-8.33,Point
TEWA_SARGANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Tewa Sargang,124.17,5293,Tewa Sargang,TEWA_SARGANG,-8.33,Feature,124.17,-8.33,Point
TIFOL_AFENG_ABUI,http://asjp.clld.org/clld-static/icons/cff6600.png,Tifol Afeng Abui,124.58,5294,Tifol Afeng Abui,TIFOL_AFENG_ABUI,-8.25,Feature,124.58,-8.25,Point
WESTERN_PANTAR,http://asjp.clld.org/clld-static/icons/cff6600.png,Western Pantar,124,5295,Western Pantar,WESTERN_PANTAR,-8.42,Feature,124,-8.42,Point
KULA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kula,125,5296,Kula,KULA,-8.24,Feature,125,-8.24,Point
SAWILA,http://asjp.clld.org/clld-static/icons/cff6600.png,Sawila,125.08,5297,Sawila,SAWILA,-8.28,Feature,125.08,-8.28,Point
SAWILA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Sawila 2,125.08,5298,Sawila 2,SAWILA_2,-8.28,Feature,125.08,-8.28,Point
WERSING,http://asjp.clld.org/clld-static/icons/cff6600.png,Wersing,125.12,5299,Wersing,WERSING,-8.25,Feature,125.12,-8.25,Point
WERSING_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Wersing 2,125.12,5300,Wersing 2,WERSING_2,-8.25,Feature,125.12,-8.25,Point
FATALUKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Fataluku,127,5301,Fataluku,FATALUKU,-8.5,Feature,127,-8.5,Point
MAKASAE,http://asjp.clld.org/clld-static/icons/cff6600.png,Makasae,126.6,5302,Makasae,MAKASAE,-8.5,Feature,126.6,-8.5,Point
OIRATA,http://asjp.clld.org/clld-static/icons/cff6600.png,Oirata,127.2,5303,Oirata,OIRATA,-8.08,Feature,127.2,-8.08,Point
AMPALE,http://asjp.clld.org/clld-static/icons/cff6600.png,Ampale,146.08,5304,Ampale,AMPALE,-6.75,Feature,146.08,-6.75,Point
ANGAATAHA,http://asjp.clld.org/clld-static/icons/cff6600.png,Angaataha,146.25,5305,Angaataha,ANGAATAHA,-7.22,Feature,146.25,-7.22,Point
ANKAVE,http://asjp.clld.org/clld-static/icons/cff6600.png,Ankave,145.75,5306,Ankave,ANKAVE,-7.17,Feature,145.75,-7.17,Point
ANKAVE_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Ankave 2,145.75,5307,Ankave 2,ANKAVE_2,-7.17,Feature,145.75,-7.17,Point
BARUYA,http://asjp.clld.org/clld-static/icons/cff6600.png,Baruya,145.92,5308,Baruya,BARUYA,-6.92,Feature,145.92,-6.92,Point
BARUYA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Baruya 2,145.92,5309,Baruya 2,BARUYA_2,-6.92,Feature,145.92,-6.92,Point
HAMTAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Hamtai,146.25,5310,Hamtai,HAMTAI,-7.5,Feature,146.25,-7.5,Point
IVORI,http://asjp.clld.org/clld-static/icons/cff6600.png,Ivori,145.67,5311,Ivori,IVORI,-7.42,Feature,145.67,-7.42,Point
KAMASA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamasa,146.17,5312,Kamasa,KAMASA,-7,Feature,146.17,-7,Point
KAPAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kapau,146.25,5313,Kapau,KAPAU,-7.5,Feature,146.25,-7.5,Point
KAWACHA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kawacha,146.25,5314,Kawacha,KAWACHA,-7,Feature,146.25,-7,Point
LOHIKI,http://asjp.clld.org/clld-static/icons/cff6600.png,Lohiki,145.67,5315,Lohiki,LOHIKI,-7.67,Feature,145.67,-7.67,Point
MENYA,http://asjp.clld.org/clld-static/icons/cff6600.png,Menya,146,5316,Menya,MENYA,-7.25,Feature,146,-7.25,Point
MENYA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Menya 2,146,5317,Menya 2,MENYA_2,-7.25,Feature,146,-7.25,Point
SIMBARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Simbari,145.58,5318,Simbari,SIMBARI,-7,Feature,145.58,-7,Point
TAINAE,http://asjp.clld.org/clld-static/icons/cff6600.png,Tainae,145.67,5319,Tainae,TAINAE,-7.42,Feature,145.67,-7.42,Point
YAGWOIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Yagwoia,145.95,5320,Yagwoia,YAGWOIA,-7.2,Feature,145.95,-7.2,Point
ASIENARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Asienara,133.33,5321,Asienara,ASIENARA,-3.5,Feature,133.33,-3.5,Point
ASMAT_CENTRAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Asmat Central,138.5,5322,Asmat Central,ASMAT_CENTRAL,-5.5,Feature,138.5,-5.5,Point
ASMATH_NORTH,http://asjp.clld.org/clld-static/icons/cff6600.png,Asmath North,138.05,5323,Asmath North,ASMATH_NORTH,-4.83,Feature,138.05,-4.83,Point
ASMAT_YAOSAKOR,http://asjp.clld.org/clld-static/icons/cff6600.png,Asmat Yaosakor,138.5,5324,Asmat Yaosakor,ASMAT_YAOSAKOR,-5.58,Feature,138.5,-5.58,Point
CASUARINA_COAST_ASMAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Casuarina Coast Asmat,138.45,5325,Casuarina Coast Asmat,CASUARINA_COAST_ASMAT,-6.3,Feature,138.45,-6.3,Point
CITAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Citak,139.21,5326,Citak,CITAK,-5.78,Feature,139.21,-5.78,Point
KAMBERAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamberau,133.5,5327,Kamberau,KAMBERAU,-3.42,Feature,133.5,-3.42,Point
KAMORO_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Kamoro 2,136,5328,Kamoro 2,KAMORO_2,-4.33,Feature,136,-4.33,Point
PROTO_ASMAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Proto Asmat,138.83,5329,Proto Asmat,PROTO_ASMAT,-5.5,Feature,138.83,-5.5,Point
SEMPAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Sempan,137.5,5330,Sempan,SEMPAN,-4.83,Feature,137.5,-4.83,Point
AGHU_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Aghu 2,140.17,5331,Aghu 2,AGHU_2,-6.17,Feature,140.17,-6.17,Point
AWYU_ASUE,http://asjp.clld.org/clld-static/icons/cff6600.png,Awyu Asue,139.17,5332,Awyu Asue,AWYU_ASUE,-5.17,Feature,139.17,-5.17,Point
KAETI_DUMUT,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaeti Dumut,140.83,5333,Kaeti Dumut,KAETI_DUMUT,-5.75,Feature,140.83,-5.75,Point
KOMBAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kombai,140,5334,Kombai,KOMBAI,-5.58,Feature,140,-5.58,Point
KOROWAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Korowai,140,5335,Korowai,KOROWAI,-5.25,Feature,140,-5.25,Point
SAWUJ,http://asjp.clld.org/clld-static/icons/cff6600.png,Sawuj,138.5,5336,Sawuj,SAWUJ,-5.92,Feature,138.5,-5.92,Point
SIAGHA,http://asjp.clld.org/clld-static/icons/cff6600.png,Siagha,139.5,5337,Siagha,SIAGHA,-7,Feature,139.5,-7,Point
SJIAGHA,http://asjp.clld.org/clld-static/icons/cff6600.png,Sjiagha,139.9,5338,Sjiagha,SJIAGHA,-7,Feature,139.9,-7,Point
WAMBON,http://asjp.clld.org/clld-static/icons/cff6600.png,Wambon,140.42,5339,Wambon,WAMBON,-5.5,Feature,140.42,-5.5,Point
WANGGOM,http://asjp.clld.org/clld-static/icons/cff6600.png,Wanggom,140.2,5340,Wanggom,WANGGOM,-5.5,Feature,140.2,-5.5,Point
BINANDERE,http://asjp.clld.org/clld-static/icons/cff6600.png,Binandere,148,5341,Binandere,BINANDERE,-8.25,Feature,148,-8.25,Point
GUHU_SAMANE,http://asjp.clld.org/clld-static/icons/cff6600.png,Guhu Samane,147.33,5342,Guhu Samane,GUHU_SAMANE,-8,Feature,147.33,-8,Point
KORAFE_YEGHA,http://asjp.clld.org/clld-static/icons/cff6600.png,Korafe Yegha,149.3,5343,Korafe Yegha,KORAFE_YEGHA,-9.08,Feature,149.3,-9.08,Point
MAMBARE_RIVER,http://asjp.clld.org/clld-static/icons/cff6600.png,Mambare River,148,5344,Mambare River,MAMBARE_RIVER,-8.25,Feature,148,-8.25,Point
SUENA,http://asjp.clld.org/clld-static/icons/cff6600.png,Suena,147.55,5345,Suena,SUENA,-7.75,Feature,147.55,-7.75,Point
TAFOTA_BARUGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Tafota Baruga,148.95,5346,Tafota Baruga,TAFOTA_BARUGA,-9.05,Feature,148.95,-9.05,Point
ZIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Zia,147.58,5347,Zia,ZIA,-8,Feature,147.58,-8,Point
AUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Aua,144,5348,Aua,AUA,-6.17,Feature,144,-6.17,Point
